"Student_ID","Certif.bin","Section","Gender","birth.year","Country","Diploma","EMLYON.et","Formation","CSP","How.heard","Exp.crea","Curiosity.MOOC","Certif.self.sat","Rencontres","Certif.work","Incitation","Temps.Dispo","Exp.MOOC","Completion.proba","EMLyon","Country_HDI","Country_HDI.fin","age","CSP.fin","Temps.dispo.fin"
47267,1,"MOOC Effectuation #3","un homme",1979,"France","Bac+2 (Deug, IUT, BTS ou équivalent)","Non","Art et design","Artisans, commerÃ§ants, chefs d'entreprise","par une communication de Unow","J'ai lancé ma première société il y a plus d'un an","1","5","5","1","3","Plus de six heures","Oui, dont certains intégralement","5","Non","TH","TH",34,"Artisans, commerÃ§ants, chefs d'entreprise","Plus de six heures"
63962,1,"MOOC Effectuation #3","une femme",1960,"Belgique","Bac+5 (Master ou équivalent)","Non","Géographie\, architecture\, urbanisme et aménagement du territoire","Cadres et professions intellectuelles","par un article ou un blog sur Internet","J'ai un projet de création d'entreprise (phase de réflexion),J'ai lancé ma première société il y a plus d'un an,J'accompagne des créateurs d'entreprises dans le cadre de mon travail","5","3","1","1","4","Entre une et deux heures","Non, c'est ma première participation Ã  un MOOC","3","Non","TH","TH",53,"Cadres et professions intellectuelles","Moins de deux heures"
63066,1,"Laboratoire Effectuation #3, Laboratoire, MOOC Effectuation #3","un homme",1986,"Algérie","Bac+5 (Master ou équivalent)","Non","Mathématiques\, informatique","Cadres et professions intellectuelles","par un article ou un blog sur Internet","J'ai un projet de création d'entreprise (phase de réflexion),J'accompagne des créateurs d'entreprises dans le cadre de mon travail","1","3","5","1","3","Plus de six heures","Non, c'est ma première participation Ã  un MOOC","5","Non","M","H&M",27,"Cadres et professions intellectuelles","Plus de six heures"
50192,1,"MOOC Effectuation #3","un homme",1984,"Maroc","Bac+5 (Master ou équivalent)","Non","Ingénierie et technologies","Cadres et professions intellectuelles","par une communication de Unow","Je n'ai aucune expérience en création d'entreprise","3","3","5","1","4","Plus de six heures","Oui, dont certains intégralement","5","Non","H","H&M",29,"Cadres et professions intellectuelles","Plus de six heures"
64822,1,"MOOC Effectuation #3","une femme",1986,"France","Bac+5 (Master ou équivalent)","Non","Management/Gestion d'entreprise","Cadres et professions intellectuelles","par un article ou un blog sur Internet","J'ai un projet de création d'entreprise (phase de réflexion)","1","1","3","1","5","Entre deux et quatre heures","Non, c'est ma première participation Ã  un MOOC","5","Non","TH","TH",27,"Cadres et professions intellectuelles","Entre deux et quatre heures"
66259,1,"MOOC Effectuation #3","un homme",1988,"Autre (précisez dans le champs suivant)","Bac+5 (Master ou équivalent)","Non","Sciences médicales","Cadres et professions intellectuelles","par un ami ou une connaissance","J'ai un projet de création d'entreprise (phase de réflexion)","3","3","4","2","3","Entre deux et quatre heures","Non, c'est ma première participation Ã  un MOOC","5","Non",NA,NA,25,"Cadres et professions intellectuelles","Entre deux et quatre heures"
18732,1,"MOOC Effectuation #3","une femme",1992,"France","Bac+5 (Master ou équivalent)","Oui","Sciences sociales (économie\, sciences politiques\, sociologie\, etc)","Etudiants","par une communication de l'EMLYON","J'accompagne des créateurs d'entreprises dans le cadre de mon travail","1","1","1","3","5","Entre une et deux heures","Oui, mais tous suivis partiellement","4","Oui","TH","TH",21,"Etudiants","Moins de deux heures"
64860,1,"MOOC Effectuation #3","une femme",1981,"France","Bac+5 (Master ou équivalent)","Non","Management/Gestion dâ€™entreprise","En recherche d'emploi","par un ami ou une connaissance","Jâ€™ai un projet de création dâ€™entreprise (phase de réflexion)","3","3","3","1","4","Entre quatre et six heures","Non, c'est ma première participation Ã  un MOOC","5","Non","TH","TH",32,"En recherche d'emploi","Entre quatre et six heures"
41516,1,"MOOC Effectuation #3","un homme",1978,"France","Bac+5 (Master ou équivalent)","Non","Ingénierie et technologies","Artisans, commerÃ§ants, chefs d'entreprise","autre","J'ai lancé ma première société il y a plus d'un an","1","4","2","1","3","Entre une et deux heures","Oui, dont certains intégralement","3","Non","TH","TH",35,"Artisans, commerÃ§ants, chefs d'entreprise","Moins de deux heures"
65403,1,"Laboratoire Effectuation #3, MOOC Effectuation #3","un homme",1991,"France","Bac+5 (Master ou équivalent)","Non","Ingénierie et technologies","Etudiants","par un ami ou une connaissance","J'ai un projet de création d'entreprise (phase de réflexion)","1","2","2","1","3","Entre une et deux heures","Non, c'est ma première participation Ã  un MOOC","3","Non","TH","TH",22,"Etudiants","Moins de deux heures"
64493,1,"MOOC Effectuation #3","un homme",1964,"France","Bac+5 (Master ou équivalent)","Non","Ingénierie et technologies","Artisans, commerÃ§ants, chefs d'entreprise","par un article ou un blog sur Internet","Je n'ai aucune expérience en création d'entreprise","3","1","1","1","3","Entre deux et quatre heures","Non, c'est ma première participation Ã  un MOOC","5","Non","TH","TH",49,"Artisans, commerÃ§ants, chefs d'entreprise","Entre deux et quatre heures"
65636,1,"MOOC Effectuation #3","une femme",1991,"France","Bac+3 (Licence ou équivalent)","Oui","Management/Gestion d'entreprise","Etudiants","par une communication de l'EMLYON","Je n'ai aucune expérience en création d'entreprise","1","4","3","5","1","Entre une et deux heures","Non, c'est ma première participation Ã  un MOOC","5","Oui","TH","TH",22,"Etudiants","Moins de deux heures"
45563,1,"MOOC Effectuation #3","une femme",1972,"France","Bac+5 (Master ou équivalent)","Non","Sciences sociales (économie\, sciences politiques\, sociologie\, etc)","Cadres et professions intellectuelles","par une communication de Unow","J'ai un projet de création d'entreprise (phase de réflexion)","2","4","4","1","4","Entre deux et quatre heures","Oui, dont certains intégralement","5","Non","TH","TH",41,"Cadres et professions intellectuelles","Entre deux et quatre heures"
40725,1,"MOOC Effectuation #3","un homme",1972,"France","Bac+5 (Master ou équivalent)","Non","Management/Gestion d'entreprise","Cadres et professions intellectuelles","par une communication de l'EMLYON","J'ai lancé ma première société il y a plus d'un an,J'accompagne des créateurs d'entreprises dans le cadre de mon travail","1","1","1","1","3","Entre deux et quatre heures","Oui, dont certains intégralement","5","Non","TH","TH",41,"Cadres et professions intellectuelles","Entre deux et quatre heures"
65837,1,"MOOC Effectuation #3","une femme",1966,"France","Bac+5 (Master ou équivalent)","Oui","Management/Gestion d'entreprise","Cadres et professions intellectuelles","par une communication de l'EMLYON","J'ai un projet de création d'entreprise (phase de réflexion)","4","2","3","1","2","Entre quatre et six heures","Non, c'est ma première participation Ã  un MOOC","5","Oui","TH","TH",47,"Cadres et professions intellectuelles","Entre quatre et six heures"
64807,1,"Laboratoire Effectuation #3, Laboratoire, MOOC Effectuation #3","un homme",1981,"France","Bac+5 (Master ou équivalent)","Non","Management/Gestion dâ€™entreprise","Cadres et professions intellectuelles","par mon milieu professionnel (collègue)","J'accompagne des créateurs d'entreprises dans le cadre de mon travail","3","4","2","5","4","Entre une et deux heures","Non, c'est ma première participation Ã  un MOOC","4","Non","TH","TH",32,"Cadres et professions intellectuelles","Moins de deux heures"
64333,1,"Laboratoire Effectuation #3, Laboratoire, MOOC Effectuation #3","une femme",1967,"France","Bac+8 (Doctorat ou équivalent)","Non","Sciences naturelles (Agronomie\, biologie\, physique\, chimie\, etc)","En recherche d'emploi","par un ami ou une connaissance","Je n'ai aucune expérience en création d'entreprise","3","1","1","1","5","Entre deux et quatre heures","Non, c'est ma première participation Ã  un MOOC","5","Non","TH","TH",46,"En recherche d'emploi","Entre deux et quatre heures"
65901,1,"MOOC Effectuation #3","une femme",1964,"France","Bac+2 (Deug, IUT, BTS ou équivalent)","Non","Management/Gestion d'entreprise","Cadres et professions intellectuelles","autre","J'ai un projet de création d'entreprise (phase de réflexion),J'accompagne des créateurs d'entreprises dans le cadre de mon travail","5","5","5","1","1","Entre une et deux heures","Non, c'est ma première participation Ã  un MOOC","5","Non","TH","TH",49,"Cadres et professions intellectuelles","Moins de deux heures"
50135,1,"MOOC Effectuation #3","un homme",1983,"Haïti","Bac+3 (Licence ou équivalent)","Non","Autre","Employés","par un ami ou une connaissance","Jâ€™ai un projet de création dâ€™entreprise (phase de réflexion)","5","5","5","1","5","Entre une et deux heures","Oui, dont certains intégralement","4","Non","B","B",30,"Employés","Moins de deux heures"
67198,1,"MOOC Effectuation #3","un homme",1986,"Côte d'Ivoire","Bac+5 (Master ou équivalent)","Non","Autre","En recherche d'emploi","sur un réseau social","J'ai déjÃ  créé plusieurs entreprises","4","3","4","1","4","Entre une et deux heures","Non, c'est ma première participation Ã  un MOOC","5","Non","B","B",27,"En recherche d'emploi","Moins de deux heures"
13074,1,"MOOC Effectuation #3","un homme",1986,"France","Bac+5 (Master ou équivalent)","Non","Management/Gestion d'entreprise","Professions intermédiaires","par une communication de l'EMLYON","J'accompagne des créateurs d'entreprises dans le cadre de mon travail","1","5","5","1","5","Entre deux et quatre heures","Oui, mais tous suivis partiellement","4","Non","TH","TH",27,"Autre","Entre deux et quatre heures"
65637,1,"MOOC Effectuation #3","une femme",1989,"France","Bac+5 (Master ou équivalent)","Non","Management/Gestion d'entreprise","En recherche d'emploi","par un ami ou une connaissance","J'ai déjÃ  créé plusieurs entreprises,J'accompagne des créateurs d'entreprises dans le cadre de mon travail","4","5","4","2","3","Entre une et deux heures","Non, c'est ma première participation Ã  un MOOC","5","Non","TH","TH",24,"En recherche d'emploi","Moins de deux heures"
64318,1,"MOOC Effectuation #3","une femme",1976,"France","Bac+3 (Licence ou équivalent)","Non","Droit","Cadres et professions intellectuelles","par un ami ou une connaissance","Je suis en train de créer mon entreprise (phase de démarrage)","2","2","2","1","3","Entre deux et quatre heures","Non, c'est ma première participation Ã  un MOOC","5","Non","TH","TH",37,"Cadres et professions intellectuelles","Entre deux et quatre heures"
65400,1,"MOOC Effectuation #3","un homme",1986,"France","Bac+5 (Master ou équivalent)","Oui","Autre","Employés","par une communication de l'EMLYON","J'ai un projet de création d'entreprise (phase de réflexion),J'ai lancé ma première société il y a plus d'un an","4","3","3","1","4","Entre deux et quatre heures","Non, c'est ma première participation Ã  un MOOC","4","Oui","TH","TH",27,"Employés","Entre deux et quatre heures"
36298,1,"Laboratoire Effectuation #3, Laboratoire, MOOC Effectuation #3","une femme",1966,"France","Bac+5 (Master ou équivalent)","Non","Sciences sociales (économie\, sciences politiques\, sociologie\, etc)","Artisans, commerÃ§ants, chefs d'entreprise","par un ami ou une connaissance","Je suis en train de créer mon entreprise (phase de démarrage),J'accompagne des créateurs d'entreprises dans le cadre de mon travail","1","1","1","1","5","Entre une et deux heures","Oui, dont certains intégralement","5","Non","TH","TH",47,"Artisans, commerÃ§ants, chefs d'entreprise","Moins de deux heures"
68225,1,"MOOC Effectuation #3","une femme",1992,"France","Bac+3 (Licence ou équivalent)","Non","Management/Gestion d'entreprise","En recherche d'emploi","par un ami ou une connaissance","J'ai un projet de création d'entreprise (phase de réflexion)","5","2","2","1","2","Entre deux et quatre heures","Non, c'est ma première participation Ã  un MOOC","2","Non","TH","TH",21,"En recherche d'emploi","Entre deux et quatre heures"
65156,1,"Laboratoire, Laboratoire Effectuation #3, MOOC Effectuation #3","une femme",1994,"Maroc","Bac+2 (Deug, IUT, BTS ou équivalent)","Non","Autre","Etudiants","par mon milieu universitaire (Professeur, etc)","Je n'ai aucune expérience en création d'entreprise","5","4","5","2","5","Entre deux et quatre heures","Oui, dont certains intégralement","5","Non","H","H&M",19,"Etudiants","Entre deux et quatre heures"
64991,1,"Laboratoire Effectuation #3, MOOC Effectuation #3, Laboratoire","un homme",1960,"Sénégal","Bac+5 (Master ou équivalent)","Non","Ingénierie et technologies","Cadres et professions intellectuelles","par un article ou un blog sur Internet","Je n'ai aucune expérience en création d'entreprise,J'ai un projet de création d'entreprise (phase de réflexion)","1","1","5","1","5","Entre quatre et six heures","Oui, dont certains intégralement","5","Non","B","B",53,"Cadres et professions intellectuelles","Entre quatre et six heures"
66094,1,"MOOC Effectuation #3","un homme",1985,"Sénégal","Bac+5 (Master ou équivalent)","Non","Sciences sociales (économie\, sciences politiques\, sociologie\, etc)","En recherche d'emploi","par un ami ou une connaissance","Je n'ai aucune expérience en création d'entreprise,J'ai un projet de création d'entreprise (phase de réflexion)","1","3","3","5","5","Moins d'une heure","Non, c'est ma première participation Ã  un MOOC","4","Non","B","B",28,"En recherche d'emploi","Moins de deux heures"
40490,1,"Laboratoire Effectuation #3, MOOC Effectuation #3","une femme",1971,"France","Bac+8 (Doctorat ou équivalent)","Non","Mathématiques\, informatique","Artisans, commerÃ§ants, chefs d'entreprise","par une communication de Unow","J'accompagne des créateurs d'entreprises dans le cadre de mon travail","1","1","1","1","3","Entre une et deux heures","Oui, dont certains intégralement","5","Non","TH","TH",42,"Artisans, commerÃ§ants, chefs d'entreprise","Moins de deux heures"
46756,1,"Laboratoire, MOOC Effectuation #3, Laboratoire Effectuation #3","un homme",1989,"France","Bac+5 (Master ou équivalent)","Non","Sciences naturelles (Agronomie\, biologie\, physique\, chimie\, etc)","Etudiants","par une communication de Unow","J'ai un projet de création d'entreprise (phase de réflexion)","1","1","1","1","4","Entre deux et quatre heures","Oui, dont certains intégralement","4","Non","TH","TH",24,"Etudiants","Entre deux et quatre heures"
66197,1,"MOOC Effectuation #3","un homme",1991,"France","Bac+5 (Master ou équivalent)","Non","Management/Gestion d'entreprise","Inactif (autre que étudiant, retraité, ou en recherche d'emploi)","par une communication de l'EMLYON","Je suis en train de créer mon entreprise (phase de démarrage)","1","2","5","1","4","Entre une et deux heures","Non, c'est ma première participation Ã  un MOOC","4","Non","TH","TH",22,"Autre","Moins de deux heures"
64706,1,"MOOC Effectuation #3","une femme",1983,"France","Bac+8 (Doctorat ou équivalent)","Non","Sciences naturelles (Agronomie\, biologie\, physique\, chimie\, etc)","Cadres et professions intellectuelles","autre","Je n'ai aucune expérience en création d'entreprise","1","4","2","1","5","Entre une et deux heures","Non, c'est ma première participation Ã  un MOOC","4","Non","TH","TH",30,"Cadres et professions intellectuelles","Moins de deux heures"
64505,1,"Laboratoire, MOOC Effectuation #3, Laboratoire Effectuation #3","un homme",1981,"Côte d'Ivoire","Bac+5 (Master ou équivalent)","Non","Mathématiques\, informatique","En recherche d'emploi","sur un réseau social","Jâ€™ai un projet de création dâ€™entreprise (phase de réflexion)","4","4","5","1","4","Entre deux et quatre heures","Non, c'est ma première participation Ã  un MOOC","5","Non","B","B",32,"En recherche d'emploi","Entre deux et quatre heures"
64494,1,"MOOC Effectuation #3","une femme",1991,"France","Bac+3 (Licence ou équivalent)","Oui","Management/Gestion d'entreprise","Etudiants","par une communication de l'EMLYON","J'ai un projet de création d'entreprise (phase de réflexion)","4","3","5","3","2","Entre deux et quatre heures","Non, c'est ma première participation Ã  un MOOC","5","Oui","TH","TH",22,"Etudiants","Entre deux et quatre heures"
64304,1,"Laboratoire Effectuation #3, MOOC Effectuation #3","une femme",1983,"France","Bac+5 (Master ou équivalent)","Oui","Management/Gestion d'entreprise","En recherche d'emploi","par une communication de l'EMLYON","J'ai un projet de création d'entreprise (phase de réflexion),Je suis en train de créer mon entreprise (phase de démarrage)","2","1","2","1","1","Entre une et deux heures","Non, c'est ma première participation Ã  un MOOC","4","Oui","TH","TH",30,"En recherche d'emploi","Moins de deux heures"
64869,1,"Laboratoire Effectuation #3, Laboratoire, MOOC Effectuation #3","un homme",1986,"Cameroun","Bac+5 (Master ou équivalent)","Non","Ingénierie et technologies","En recherche d'emploi","sur un réseau social","J'ai un projet de création d'entreprise (phase de réflexion)","3","5","4","1","4","Entre deux et quatre heures","Oui, mais tous suivis partiellement","4","Non","B","B",27,"En recherche d'emploi","Entre deux et quatre heures"
64704,1,"MOOC Effectuation #3","un homme",1993,"France","Bac+2 (Deug, IUT, BTS ou équivalent)","Non","Management/Gestion d'entreprise","Etudiants","par une communication de l'EMLYON","J'ai un projet de création d'entreprise (phase de réflexion)","2","5","5","5","5","Entre une et deux heures","Oui, dont certains intégralement","5","Non","TH","TH",20,"Etudiants","Moins de deux heures"
65201,1,"MOOC Effectuation #3","un homme",1983,"France","Bac+5 (Master ou équivalent)","Non","Autre","Employés","par un ami ou une connaissance","Je n'ai aucune expérience en création d'entreprise","5","5","5","1","3","Entre deux et quatre heures","Non, c'est ma première participation Ã  un MOOC","5","Non","TH","TH",30,"Employés","Entre deux et quatre heures"
67195,1,"Laboratoire, Laboratoire Effectuation #3, MOOC Effectuation #3","une femme",1981,"Sénégal","Bac+5 (Master ou équivalent)","Non","Management/Gestion d'entreprise","Cadres et professions intellectuelles","par mon milieu professionnel (collègue)","J'ai un projet de création d'entreprise (phase de réflexion)","5","5","4","1","5","Entre quatre et six heures","Non, c'est ma première participation Ã  un MOOC","5","Non","B","B",32,"Cadres et professions intellectuelles","Entre quatre et six heures"
65703,1,"MOOC Effectuation #3","une femme",1984,"France","Bac+5 (Master ou équivalent)","Non","Management/Gestion d'entreprise","En recherche d'emploi","par un ami ou une connaissance","Je suis en train de créer mon entreprise (phase de démarrage)","3","5","5","1","5","Entre deux et quatre heures","Oui, dont certains intégralement","5","Non","TH","TH",29,"En recherche d'emploi","Entre deux et quatre heures"
32214,1,"Laboratoire Effectuation #3, Laboratoire, MOOC Effectuation #3","un homme",1989,"Maroc","Bac+5 (Master ou équivalent)","Non","Management/Gestion d'entreprise","Employés","par une communication de Unow","Je suis en train de créer mon entreprise (phase de démarrage)","2","4","3","4","5","Entre une et deux heures","Oui, dont certains intégralement","5","Non","H","H&M",24,"Employés","Moins de deux heures"
37773,1,"MOOC Effectuation #3","un homme",1970,"Côte d'Ivoire","Bac+2 (prépas)","Non","Sciences sociales (économie\, sciences politiques\, sociologie\, etc)","Artisans, commerÃ§ants, chefs d'entreprise","par une communication de Unow","J'accompagne des créateurs d'entreprises dans le cadre de mon travail","1","3","5","1","3","Entre deux et quatre heures","Oui, dont certains intégralement","4","Non","B","B",43,"Artisans, commerÃ§ants, chefs d'entreprise","Entre deux et quatre heures"
65631,1,"MOOC Effectuation #3","un homme",1991,"France","Bac+5 (Master ou équivalent)","Oui","Management/Gestion d'entreprise","Etudiants","par un ami ou une connaissance","J'ai un projet de création d'entreprise (phase de réflexion)","1","2","4","4","5","Entre une et deux heures","Non, c'est ma première participation Ã  un MOOC","5","Oui","TH","TH",22,"Etudiants","Moins de deux heures"
64917,1,"Laboratoire Effectuation #3, Laboratoire, MOOC Effectuation #3","une femme",1991,"France","Bac+3 (Licence ou équivalent)","Non","Sciences humaines (histoire\, archéologie\, philosophie\, etc)","En recherche d'emploi","par un ami ou une connaissance","Je n'ai aucune expérience en création d'entreprise,J'ai un projet de création d'entreprise (phase de réflexion)","1","1","5","1","4","Plus de six heures","Oui, dont certains intégralement","5","Non","TH","TH",22,"En recherche d'emploi","Plus de six heures"
67609,1,"MOOC Effectuation #3","un homme",1990,"Royaume-Uni","Bac+5 (Master ou équivalent)","Non","Mathématiques\, informatique","Cadres et professions intellectuelles","par un article ou un blog sur Internet","J'ai un projet de création d'entreprise (phase de réflexion)","1","2","5","1","1","Entre une et deux heures","Oui, dont certains intégralement","4","Non","TH","TH",23,"Cadres et professions intellectuelles","Moins de deux heures"
51748,1,"MOOC Effectuation #3","une femme",1968,"France","Bac+5 (Master ou équivalent)","Non","Communication et sciences de l'information (Journalisme\, etc)","En recherche d'emploi","par un article ou un blog sur Internet","Je n'ai aucune expérience en création d'entreprise","1","4","1","1","4","Entre deux et quatre heures","Oui, dont certains intégralement","4","Non","TH","TH",45,"En recherche d'emploi","Entre deux et quatre heures"
64679,1,"MOOC Effectuation #3","une femme",1960,"France","Bac+5 (Master ou équivalent)","Non","Sciences naturelles (Agronomie\, biologie\, physique\, chimie\, etc)","Cadres et professions intellectuelles","sur un réseau social","Je n'ai aucune expérience en création d'entreprise,J'ai un projet de création d'entreprise (phase de réflexion)","1","1","1","1","4","Entre quatre et six heures","Non, c'est ma première participation Ã  un MOOC","4","Non","TH","TH",53,"Cadres et professions intellectuelles","Entre quatre et six heures"
64329,1,"MOOC Effectuation #3","un homme",1965,"France","Bac+5 (Master ou équivalent)","Non","Management/Gestion dâ€™entreprise","Cadres et professions intellectuelles","autre","J'accompagne des créateurs d'entreprises dans le cadre de mon travail","5","5","5","1","5","Entre deux et quatre heures","Non, c'est ma première participation Ã  un MOOC","5","Non","TH","TH",48,"Cadres et professions intellectuelles","Entre deux et quatre heures"
64155,1,"Laboratoire, Laboratoire Effectuation #3, MOOC Effectuation #3","un homme",1978,"France","Bac+5 (Master ou équivalent)","Non","Mathématiques\, informatique","Cadres et professions intellectuelles","par un ami ou une connaissance","J'ai lancé ma première société il y a plus d'un an","3","2","1","1","5","Entre deux et quatre heures","Non, c'est ma première participation Ã  un MOOC","4","Non","TH","TH",35,"Cadres et professions intellectuelles","Entre deux et quatre heures"
65501,1,"MOOC Effectuation #3","une femme",1978,"Etats-Unis d'Amérique","Bac+5 (Master ou équivalent)","Non","Management/Gestion d'entreprise","Cadres et professions intellectuelles","autre","J'ai un projet de création d'entreprise (phase de réflexion)","1","2","2","1","2","Plus de six heures","Non, c'est ma première participation Ã  un MOOC","5","Non","TH","TH",35,"Cadres et professions intellectuelles","Plus de six heures"
64638,1,"Laboratoire, Laboratoire Effectuation #3, MOOC Effectuation #3","un homme",1982,"France","Bac+8 (Doctorat ou équivalent)","Non","Sciences naturelles (Agronomie\, biologie\, physique\, chimie\, etc)","En recherche d'emploi","par mon milieu professionnel (collègue)","J'accompagne des créateurs d'entreprises dans le cadre de mon travail","3","2","2","1","3","Entre deux et quatre heures","Non, c'est ma première participation Ã  un MOOC","4","Non","TH","TH",31,"En recherche d'emploi","Entre deux et quatre heures"
64370,1,"MOOC Effectuation #3","un homme",1989,"France","Bac+2 (prépas)","Oui","Management/Gestion d'entreprise","Etudiants","par une communication de l'EMLYON","Je n'ai aucune expérience en création d'entreprise","4","1",NA,"1","3","Entre deux et quatre heures","Non, c'est ma première participation Ã  un MOOC","5","Oui","TH","TH",24,"Etudiants","Entre deux et quatre heures"
64817,1,"MOOC Effectuation #3","un homme",1986,"France","Bac+5 (Master ou équivalent)","Non","Droit","Etudiants","autre","Je n'ai aucune expérience en création d'entreprise,Jâ€™ai un projet de création dâ€™entreprise (phase de réflexion)","2","4","3","1","3","Entre une et deux heures","Non, c'est ma première participation Ã  un MOOC","3","Non","TH","TH",27,"Etudiants","Moins de deux heures"
64456,1,"MOOC Effectuation #3, Laboratoire Effectuation #3, Laboratoire","un homme",1985,"France","Bac+5 (Master ou équivalent)","Non","Management/Gestion dâ€™entreprise","Cadres et professions intellectuelles","sur un réseau social","Jâ€™ai un projet de création dâ€™entreprise (phase de réflexion)","5","1","1","5","3","Entre deux et quatre heures","Non, c'est ma première participation Ã  un MOOC","5","Non","TH","TH",28,"Cadres et professions intellectuelles","Entre deux et quatre heures"
8396,1,"Laboratoire Effectuation #3, Laboratoire, MOOC Effectuation #3","un homme",1985,"Cameroun","Bac+5 (Master ou équivalent)","Non","Mathématiques\, informatique","En recherche d'emploi","par une communication de Unow","J'ai un projet de création d'entreprise (phase de réflexion)","1","1","5","1","5","Entre deux et quatre heures","Oui, dont certains intégralement","4","Non","B","B",28,"En recherche d'emploi","Entre deux et quatre heures"
64352,1,"MOOC Effectuation #3, Laboratoire Effectuation #3, Laboratoire","une femme",1961,"France","Bac+5 (Master ou équivalent)","Non","Sciences sociales (économie\, sciences politiques\, sociologie\, etc)","Artisans, commerÃ§ants, chefs d'entreprise","par un article ou un blog sur Internet","Jâ€™ai lancé ma première société il y a plus d'un an","2","2","2","1","3","Entre une et deux heures","Oui, mais tous suivis partiellement","4","Non","TH","TH",52,"Artisans, commerÃ§ants, chefs d'entreprise","Moins de deux heures"
64774,1,"Laboratoire Effectuation #3, Laboratoire, MOOC Effectuation #3","une femme",1970,"France","Bac+3 (Licence ou équivalent)","Non","Géographie\, architecture\, urbanisme et aménagement du territoire","En recherche d'emploi","autre","Je suis en train de créer mon entreprise (phase de démarrage)","3","5","3","1","3","Entre une et deux heures","Non, c'est ma première participation Ã  un MOOC","3","Non","TH","TH",43,"En recherche d'emploi","Moins de deux heures"
66108,1,"MOOC Effectuation #3","un homme",1950,"Brésil","Bac+5 (Master ou équivalent)","Non","Sciences humaines (histoire\, archéologie\, philosophie\, etc)","Artisans, commerÃ§ants, chefs d'entreprise","par un article ou un blog sur Internet","J'ai déjÃ  créé plusieurs entreprises","4","1","1","1","1","Entre deux et quatre heures","Oui, dont certains intégralement","4","Non","M","H&M",63,"Artisans, commerÃ§ants, chefs d'entreprise","Entre deux et quatre heures"
40958,1,"MOOC Effectuation #3","une femme",1988,"France","Bac+5 (Master ou équivalent)","Non","Management/Gestion d'entreprise","En recherche d'emploi","par une communication de l'EMLYON","Je n'ai aucune expérience en création d'entreprise","1","1","1","1","4","Entre deux et quatre heures","Oui, dont certains intégralement","4","Non","TH","TH",25,"En recherche d'emploi","Entre deux et quatre heures"
65033,1,"MOOC Effectuation #3","un homme",1993,"France","Bac+3 (Licence ou équivalent)","Non","Langues et lettres","Etudiants","par un article ou un blog sur Internet","Je n'ai aucune expérience en création d'entreprise,Jâ€™ai un projet de création dâ€™entreprise (phase de réflexion)","1","5","5","1","1","Entre une et deux heures","Non, c'est ma première participation Ã  un MOOC","3","Non","TH","TH",20,"Etudiants","Moins de deux heures"
65518,1,"Laboratoire Effectuation #3, MOOC Effectuation #3, Laboratoire","un homme",1964,"France","Bac+5 (Master ou équivalent)","Non","Géographie\, architecture\, urbanisme et aménagement du territoire","Cadres et professions intellectuelles","par un ami ou une connaissance","Je suis en train de créer mon entreprise (phase de démarrage)","3","3","2","4","4","Entre deux et quatre heures","Non, c'est ma première participation Ã  un MOOC","4","Non","TH","TH",49,"Cadres et professions intellectuelles","Entre deux et quatre heures"
65243,1,"MOOC Effectuation #3","une femme",1992,"France","Bac+3 (Licence ou équivalent)","Non","Management/Gestion d'entreprise","Etudiants","autre","J'ai un projet de création d'entreprise (phase de réflexion)","1","3","5","1","4","Entre quatre et six heures","Non, c'est ma première participation Ã  un MOOC","4","Non","TH","TH",21,"Etudiants","Entre quatre et six heures"
45123,1,"Laboratoire Effectuation #3, Laboratoire, MOOC Effectuation #3","un homme",1992,"France","Bac+3 (Licence ou équivalent)","Non","Ingénierie et technologies","Etudiants","par un ami ou une connaissance","Je n'ai aucune expérience en création d'entreprise,J'ai un projet de création d'entreprise (phase de réflexion)","1","5","5","1","5","Entre deux et quatre heures","Oui, dont certains intégralement","4","Non","TH","TH",21,"Etudiants","Entre deux et quatre heures"
63976,1,"Laboratoire, Laboratoire Effectuation #3, MOOC Effectuation #3","un homme",1967,"France","Bac+5 (Master ou équivalent)","Non","Ingénierie et technologies","Employés","par mon milieu universitaire (Professeur, etc)","J'accompagne des créateurs d'entreprises dans le cadre de mon travail","5","2","1","3","1","Entre quatre et six heures","Oui, dont certains intégralement","1","Non","TH","TH",46,"Employés","Entre quatre et six heures"
64776,1,"MOOC Effectuation #3","un homme",1969,"France","Bac+8 (Doctorat ou équivalent)","Non","Ingénierie et technologies","Cadres et professions intellectuelles","par un article ou un blog sur Internet","Je n'ai aucune expérience en création d'entreprise,Jâ€™ai un projet de création dâ€™entreprise (phase de réflexion)","2","2","1","1","4","Entre une et deux heures","Non, c'est ma première participation Ã  un MOOC","3","Non","TH","TH",44,"Cadres et professions intellectuelles","Moins de deux heures"
64659,1,"MOOC Effectuation #3, Laboratoire Effectuation #3","une femme",1976,"France","Bac+5 (Master ou équivalent)","Non","Ingénierie et technologies","Cadres et professions intellectuelles","par un article ou un blog sur Internet","Je n'ai aucune expérience en création d'entreprise","1","1","1","1","3","Entre quatre et six heures","Non, c'est ma première participation Ã  un MOOC","4","Non","TH","TH",37,"Cadres et professions intellectuelles","Entre quatre et six heures"
