"Student_ID","Current.Score","Section","Gender","birth.year","Country","Diploma","Formation","CSP","How.heard","Exp.crea","Curiosity.MOOC","Certif.self.sat","Rencontres","Certif.work","Incitation","Mot","Temps.Dispo","Exp.MOOC","Completion.proba","EMLyon","Instit.brand","motiv.princ","diffic","encad.disp","How.contact","entour","entour.inter","Satisf","Proba.reco","Eval.diffic","Estimated.hours","Part.labo","Plat.satisf","Peer.eval.relev","Country_HDI","Country_HDI.fin","CSP.fin","Temps.dispo.fin","EMLyon.et"
28822,NA,"Effectuation #2","une femme","1979","Tunisie","Bac+5 (Master ou Èquivalent)","Management/Gestion d  entreprise","Cadres et professions intellectuelles","par un ami ou une connaissance","J'accompagne des crÈateurs d'entreprises dans le cadre de mon travail","3","5","5","3","2",NA,"Entre deux et quatre heures","Oui, dont certains intÈgralement","5","Non","2. Oui, c'est un paramËtre trËs important","Le fait de pouvoir valoriser l'attestation dans mes Ètudes ou ma carriËre","DifficultÈ ‡† trouver du temps","Disponibles","Èchanges sur les documents de prises de notes partagÈes","Oui, des collËgues de travail","S'encourager mutuellement ‡† poursuivre le MOOC","4","5","Moyen","De 2 ‡† 4 heures","Non\, j'ai compris ce qu'Ètait le Laboratoire mais je n'y ai pas participÈ","TrËs satisfaisante","4","M","H&M","Cadres et professions intellectuelles","Entre deux et quatre heures","0"
27668,100,"Effectuation #2","une femme","1981","France","Bac+5 (Master ou Èquivalent)","Droit","Cadres et professions intellectuelles","sur un rÈseau social","Je n'ai aucune expÈrience en crÈation d'entreprise","4","3","3","1","2",NA,"Entre une et deux heures","Non, c'est ma premiËre participation √† un MOOC","3","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Cadres et professions intellectuelles","Moins de deux heures","0"
29414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26826,NA,"Effectuation #2","un homme","1973","France","Bac+2 (prÈpas)","Langues et lettres","EmployÈs","par un article ou un blog sur Internet","Je n'ai aucune expÈrience en crÈation d'entreprise,J  ai un projet de crÈation d  entreprise (phase de rÈflexion)","4","3","3","1","4","ApprÈhender la crÈation d'entreprise","Entre deux et quatre heures","Non, c'est ma premiËre participation √† un MOOC","5","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","EmployÈs","Entre deux et quatre heures","0"
8072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26752,NA,"Effectuation #2","une femme","1973","France","Bac+5 (Master ou Èquivalent)","Management/Gestion d  entreprise","Cadres et professions intellectuelles","par un article ou un blog sur Internet","Je n'ai aucune expÈrience en crÈation d'entreprise","4","3","3","1","4","je souhaite devenir entrepreneur pour gagner en libertÈ et pour construire quelque chose ","Entre deux et quatre heures","Non, c'est ma premiËre participation √† un MOOC","5","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Cadres et professions intellectuelles","Entre deux et quatre heures","0"
32585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2. Oui, c'est un paramËtre trËs important","La volontÈ d'acquÈrir de nouvelles compÈtences","Aucune difficultÈ rencontrÈe","Disponibles","je n'ai pas ÈchangÈ avec les autres participants","Oui, des membres de ma famille","S'encourager mutuellement ‡† poursuivre le MOOC","4","5","Moyen","De 1 ‡† 2 heures","Non\, j'ai compris ce qu'Ètait le Laboratoire mais je n'y ai pas participÈ","Satisfaisante","3",NA,NA,NA,NA,NA
18112,100,"Effectuation #2","une femme","1989","√âtats-Unis d'AmÈrique","Bac+5 (Master ou Èquivalent)","Autre","En recherche d'emploi","par un ami ou une connaissance","Je n'ai aucune expÈrience en crÈation d'entreprise","3","5","4","3","4","J'aimerai en savoir plus sur l'entreprenariat.","Entre une et deux heures","Non, c'est ma premiËre participation √† un MOOC","5","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"En recherche d'emploi","Moins de deux heures","0"
27051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30902,100,"Effectuation #2","une femme","8","France","Bac+2 (prÈpas)","Sciences naturelles (Agronomie\, biologie\, physique\, chimie\, etc)","Etudiants","par un article ou un blog sur Internet","Je n'ai aucune expÈrience en crÈation d'entreprise","2","3","4","1","3",NA,"Entre une et deux heures","Oui, dont certains intÈgralement","4","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Etudiants","Moins de deux heures","0"
28540,100,"Effectuation #2","une femme","1992","France","Bac+2 (prÈpas)","Sciences naturelles (Agronomie\, biologie\, physique\, chimie\, etc)","Etudiants","par un article ou un blog sur Internet","Je n'ai aucune expÈrience en crÈation d'entreprise","3","3","4","2","4",NA,"Entre une et deux heures","Oui, dont certains intÈgralement","4","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Etudiants","Moins de deux heures","0"
31777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27195,NA,"Effectuation #2","un homme","1989","France","Bac+5 (Master ou Èquivalent)","IngÈnierie et technologies","Cadres et professions intellectuelles","par un article ou un blog sur Internet","J  ai un projet de crÈation d  entreprise (phase de rÈflexion)","3","1","1","1","3","L'envie de dÈcouvrir des mÈthodes entrepreunariales","Entre deux et quatre heures","Oui, mais tous suivis partiellement","3","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Cadres et professions intellectuelles","Entre deux et quatre heures","0"
27022,NA,"Effectuation #2","une femme","1981","France","Bac+5 (Master ou Èquivalent)","Droit","En recherche d'emploi","par un article ou un blog sur Internet","J  ai un projet de crÈation d  entreprise (phase de rÈflexion)","3","4","4","1","2","intÈr√™t pour la crÈation d'entreprise","Entre quatre et six heures","Non, c'est ma premiËre participation √† un MOOC","4","Non","2. Oui, c'est un paramËtre trËs important","La satisfaction personnelle d'‡™tre allÈ jusqu'au bout de la formation","Aucune difficultÈ rencontrÈe","TrËs disponibles","je n'ai pas ÈchangÈ avec les autres participants","Non, personne dans mon entourage ne s'est inscrit ‡† ce MOOC","Non concernÈ","5","5","Moyen","De 1 ‡† 2 heures","Non\, j'ai compris ce qu'Ètait le Laboratoire mais je n'y ai pas participÈ","Satisfaisante","4","TH","TH","En recherche d'emploi","Entre quatre et six heures","0"
30873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31161,NA,"Effectuation #2","un homme","1980","France","Bac ou Èquivalent","Sciences sociales (Èconomie\, sciences politiques\, sociologie\, etc)","EmployÈs","par une communication de l'EMLYON","J  ai lancÈ ma premiËre sociÈtÈ il y a plus d'un an","5","4","4","1","4","Je souhaite mieux maitriser la crÈation d'entreprise car je souhaite renouveler cette expÈrience avec plus d'outils. De plus la formation est dispensÈe par un professeur de l'EML.","Entre quatre et six heures","Non, c'est ma premiËre participation √† un MOOC","5","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","EmployÈs","Entre quatre et six heures","0"
20948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27191,100,"Effectuation #2",NA,"1979","Madagascar","Bac+5 (Master ou Èquivalent)","Sciences naturelles (Agronomie\, biologie\, physique\, chimie\, etc)","Cadres et professions intellectuelles","par un article ou un blog sur Internet","Je n'ai aucune expÈrience en crÈation d'entreprise","1","1","1","1","5","Pour une meilleure comprehension de l'entrepreunariat","Plus de six heures","Oui, dont certains intÈgralement","4","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B","B","Cadres et professions intellectuelles","Plus de six heures","0"
27164,NA,"Laboratoire, Effectuation #2","une femme","1979","France","Bac+5 (Master ou Èquivalent)","Sciences sociales (Èconomie\, sciences politiques\, sociologie\, etc)","Professions intermÈdiaires","par un ami ou une connaissance","J  ai un projet de crÈation d  entreprise (phase de rÈflexion),J'accompagne des crÈateurs d'entreprises dans le cadre de mon travail","5","2","2","1","3","Mon projet personnel et la volontÈ de dÈvelopper mes compÈtences mÈtier en m'ouvrant l'esprit √† de nouvelles maniËres d'envisager l'entrepreneuriat. La curiositÈ intellectuelle Ègalement.","Entre deux et quatre heures","Non, c'est ma premiËre participation √† un MOOC","4","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Autre","Entre deux et quatre heures","0"
29117,100,"Effectuation #2","un homme","1977","France","Bac+3 (Licence ou Èquivalent)","IngÈnierie et technologies","Artisans, commerÁants, chefs d'entreprise","par un ami ou une connaissance","Je suis en train de crÈer mon entreprise (phase de dÈmarrage)","5","5","4","4","4","Je reprÈsente l'UniversitÈ Panafricaine du Congo en France et je suis un homme d'affaires ,politique en plus.","Entre quatre et six heures","Non, c'est ma premiËre participation √† un MOOC","5","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Artisans, commerÁants, chefs d'entreprise","Entre quatre et six heures","0"
31311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28210,NA,"Effectuation #2, Laboratoire","une femme","1973","France","Bac+3 (Licence ou Èquivalent)","Sciences mÈdicales","En recherche d'emploi","autre","Je n'ai aucune expÈrience en crÈation d'entreprise","5","2","2","5","5","creer une entreprise ","Entre quatre et six heures","Non, c'est ma premiËre participation √† un MOOC","5","Non","4. Non, n'Ètait pas le critËre principal","La satisfaction personnelle d'‡™tre allÈ jusqu'au bout de la formation","Manque de collaboration avec les pairs","Disponibles","discussion et lectures du groupe Facebook,Èchanges sur les fils de discussion de la plateforme","Oui, des amis","Fait les questionnaires/quizz ensemble,S'encourager mutuellement ‡† poursuivre le MOOC","5","5","Difficile","Plus de 8 heures","Oui\, j'ai soumis un projet en tant que Porteur de Projet","Satisfaisante","3","TH","TH","En recherche d'emploi","Entre quatre et six heures","0"
30381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28622,NA,"Effectuation #2","une femme","1987","France","Bac+5 (Master ou Èquivalent)","Langues et lettres","Etudiants","par mon milieu universitaire (Professeur, etc)","J  ai un projet de crÈation d  entreprise (phase de rÈflexion)","1","1","3","1","1","apprendre de nouvelles choses","Entre deux et quatre heures","Non, c'est ma premiËre participation √† un MOOC","4","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Etudiants","Entre deux et quatre heures","0"
29201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28144,77,"Effectuation #2","une femme","1978","France","Bac+5 (Master ou Èquivalent)","Management/Gestion d  entreprise","Artisans, commerÁants, chefs d'entreprise","par un article ou un blog sur Internet","J  ai un projet de crÈation d  entreprise (phase de rÈflexion),Je suis en train de crÈer mon entreprise (phase de dÈmarrage)","5","5","5","1","5","J'aime apprendre, je crÈÈ mon entreprise et je souhaite accompagner des crÈateurs d'entreprise.","Entre une et deux heures","Non, c'est ma premiËre participation √† un MOOC","3","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Artisans, commerÁants, chefs d'entreprise","Moins de deux heures","0"
30579,NA,"Effectuation #2","une femme","1967","France","Bac+2 (Deug, IUT, BTS ou Èquivalent)","Management/Gestion d  entreprise","En recherche d'emploi","sur un rÈseau social","J  ai dÈj√† crÈÈ plusieurs entreprises,J'accompagne des crÈateurs d'entreprises dans le cadre de mon travail","2","4","5","1","2","Continuer √† apprendre, √† Èlargir mes connaissances dÈj√† acquises lors de mes crÈations d'entreprises.","Plus de six heures","Non, c'est ma premiËre participation √† un MOOC","5","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","En recherche d'emploi","Plus de six heures","0"
31190,100,"Effectuation #2","une femme","1984","France","Bac+5 (Master ou Èquivalent)","Management/Gestion d  entreprise","Cadres et professions intellectuelles","par un article ou un blog sur Internet","J'accompagne des crÈateurs d'entreprises dans le cadre de mon travail","4","3","3","1","2","Je m'intÈresse aux MOOC. Le sujet proposÈ ici me plait ; c'est l'occasion de tester","Entre une et deux heures","Non, c'est ma premiËre participation √† un MOOC","4","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Cadres et professions intellectuelles","Moins de deux heures","0"
30049,NA,"Laboratoire, Effectuation #2","une femme","1980","France","Bac+5 (Master ou Èquivalent)","Management/Gestion d  entreprise","Artisans, commerÁants, chefs d'entreprise","par un ami ou une connaissance","J  ai lancÈ ma premiËre sociÈtÈ il y a plus d'un an","4","4","1","1","3","Trouver un nouvel Èlan dans le cadre de l'entreprise que j'ai crÈe, prendre des idÈes pour intervenir sur le thËme de l'entreprenariat dans des Ècoles (je le fais avec 100 000 entrepreneurs, pourquoi pas partir sur un nouveau projet de crÈation d'entreprise...","Entre une et deux heures","Non, c'est ma premiËre participation √† un MOOC","4","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Artisans, commerÁants, chefs d'entreprise","Moins de deux heures","0"
27370,NA,"Effectuation #2","une femme","1960","France","Bac+3 (Licence ou Èquivalent)","Sciences sociales (Èconomie\, sciences politiques\, sociologie\, etc)","Cadres et professions intellectuelles","par une communication de l'EMLYON","Je n'ai aucune expÈrience en crÈation d'entreprise","3","5","3","1","3","Sujet interessant qui a attisÈ ma curiositÈ","Entre une et deux heures","Non, c'est ma premiËre participation √† un MOOC","4","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Cadres et professions intellectuelles","Moins de deux heures","0"
31892,100,"Effectuation #2","une femme","1987","CÙte d'Ivoire","Bac+5 (Master ou Èquivalent)","MathÈmatiques\, informatique","En recherche d'emploi","sur un rÈseau social","J  ai un projet de crÈation d  entreprise (phase de rÈflexion)","4","3","3","1","3",NA,"Entre quatre et six heures","Non, c'est ma premiËre participation √† un MOOC","3","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B","B","En recherche d'emploi","Entre quatre et six heures","0"
31510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24866,NA,"Effectuation #2","une femme","1973","France","Bac+3 (Licence ou Èquivalent)","Sciences naturelles (Agronomie\, biologie\, physique\, chimie\, etc)","Professions intermÈdiaires","par un ami ou une connaissance","J'accompagne des crÈateurs d'entreprises dans le cadre de mon travail","1","4","5","1","5",NA,"Entre une et deux heures","Oui, dont certains intÈgralement","4","Non","3. Oui, cela a aidÈ","La volontÈ d'acquÈrir de nouvelles compÈtences","DifficultÈ ‡† trouver du temps,Manque de collaboration avec les pairs","Disponibles","discussion et lectures du groupe Facebook","Non, personne dans mon entourage ne s'est inscrit ‡† ce MOOC","S'encourager mutuellement ‡† poursuivre le MOOC","4","4","Facile","De 30 minutes ‡† 1 heure","Non\, j'ai compris ce qu'Ètait le Laboratoire mais je n'y ai pas participÈ","TrËs satisfaisante","Je n'ai pas participÈ ‡† l'activitÈ mi-MOOC","TH","TH","Autre","Moins de deux heures","0"
30114,100,"Effectuation #2","un homme","1985","France","Bac+5 (Master ou Èquivalent)","Management/Gestion d  entreprise","Cadres et professions intellectuelles","par un article ou un blog sur Internet","J  ai lancÈ ma premiËre sociÈtÈ il y a plus d'un an,J'accompagne des crÈateurs d'entreprises dans le cadre de mon travail","4","1","1","1","4",NA,"Entre une et deux heures","Non, c'est ma premiËre participation √† un MOOC","4","Oui",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Cadres et professions intellectuelles","Moins de deux heures","0"
26893,NA,"Effectuation #2, Laboratoire","un homme","1971","France","Bac+5 (Master ou Èquivalent)","Management/Gestion d  entreprise","Cadres et professions intellectuelles","par un ami ou une connaissance","Je n'ai aucune expÈrience en crÈation d'entreprise,J  ai un projet de crÈation d  entreprise (phase de rÈflexion)","5","3","3","2","5","avoir une vision sur l' effectuation non traitÈe dans mon ecole de commerce ","Entre une et deux heures","Non, c'est ma premiËre participation √† un MOOC","5","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Cadres et professions intellectuelles","Moins de deux heures","0"
31798,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26551,100,"Effectuation #2","un homme","1978","France","Bac+2 (Deug, IUT, BTS ou Èquivalent)","IngÈnierie et technologies","Artisans, commerÁants, chefs d'entreprise","autre","J  ai dÈj√† crÈÈ plusieurs entreprises","1","4","4","1","2","Apprendre de nouvelles connaissances","Entre une et deux heures","Oui, mais tous suivis partiellement","3","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Artisans, commerÁants, chefs d'entreprise","Moins de deux heures","0"
20240,NA,"Laboratoire, Effectuation #2","un homme","1972","France","Bac ou Èquivalent","Langues et lettres","Cadres et professions intellectuelles","par un article ou un blog sur Internet","J  ai un projet de crÈation d  entreprise (phase de rÈflexion)","1","5","5","1","5",NA,"Entre quatre et six heures","Oui, dont certains intÈgralement","5","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Cadres et professions intellectuelles","Entre quatre et six heures","0"
28010,NA,"Effectuation #2","un homme","1992","France","Bac ou Èquivalent","Sciences sociales (Èconomie\, sciences politiques\, sociologie\, etc)","Etudiants","par un ami ou une connaissance","Je n'ai aucune expÈrience en crÈation d'entreprise,J  ai un projet de crÈation d  entreprise (phase de rÈflexion)","3","5","5","2","3","Autre vision de la crÈation d'entreprise. ","Entre quatre et six heures","Non, c'est ma premiËre participation √† un MOOC","4","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Etudiants","Entre quatre et six heures","0"
12114,87,"Effectuation #2","un homme","1993","France","Bac+2 (prÈpas)","Sciences sociales (Èconomie\, sciences politiques\, sociologie\, etc)","Etudiants","par un article ou un blog sur Internet","Je n'ai aucune expÈrience en crÈation d'entreprise","1","4","3","1","4",NA,"Entre une et deux heures","Oui, dont certains intÈgralement","3","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Etudiants","Moins de deux heures","0"
31256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23905,NA,"Effectuation #2","un homme","1970","France","Bac+5 (Master ou Èquivalent)","IngÈnierie et technologies","Cadres et professions intellectuelles","par un article ou un blog sur Internet","J  ai un projet de crÈation d  entreprise (phase de rÈflexion)","5","1","1","1","3","Culture","Entre quatre et six heures","Oui, dont certains intÈgralement","5","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Cadres et professions intellectuelles","Entre quatre et six heures","0"
15592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29012,100,"Effectuation #2","une femme","1995","France","Bac+2 (prÈpas)","MathÈmatiques\, informatique","Etudiants","par une communication de l'EMLYON","Je n'ai aucune expÈrience en crÈation d'entreprise","4","1","2","1","4","Pour passer mes concours aprËs les admissibilitÈs dans les Ècoles ","Moins d'une heure","Non, c'est ma premiËre participation √† un MOOC","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Etudiants","Moins de deux heures",NA
16744,NA,"Effectuation #2","un homme","1970","Suisse","Bac+5 (Master ou Èquivalent)","Management/Gestion d  entreprise","Cadres et professions intellectuelles","par un article ou un blog sur Internet","J  ai un projet de crÈation d  entreprise (phase de rÈflexion)","3","5","4","1","3","Challenges","Entre deux et quatre heures","Oui, mais tous suivis partiellement","4","Non","2. Oui, c'est un paramËtre trËs important","La qualitÈ du MOOC en gÈnÈral (supports de cours, Èchanges,...)","Aucune difficultÈ rencontrÈe","Disponibles","je n'ai pas ÈchangÈ avec les autres participants","Non, personne dans mon entourage ne s'est inscrit ‡† ce MOOC","Non concernÈ","4","4","Moyen","De 1 ‡† 2 heures","Non\, j'ai compris ce qu'Ètait le Laboratoire mais je n'y ai pas participÈ","Satisfaisante","4","TH","TH","Cadres et professions intellectuelles","Entre deux et quatre heures","0"
27529,NA,"Effectuation #2","un homme","1950","France","Bac+5 (Master ou Èquivalent)","IngÈnierie et technologies","RetraitÈs","par un article ou un blog sur Internet","J  ai dÈj√† crÈÈ plusieurs entreprises","4","1","1","1","3","Apprendre","Entre une et deux heures","Oui, dont certains intÈgralement","5","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Autre","Moins de deux heures","0"
29158,NA,"Effectuation #2","un homme","1991","France","Bac+2 (Deug, IUT, BTS ou Èquivalent)","Management/Gestion d  entreprise","Etudiants","par un ami ou une connaissance","Je n'ai aucune expÈrience en crÈation d'entreprise","3","1","5","5","3","obtenir un certificat qui pourra valorisÈ mon diplÙme","Entre deux et quatre heures","Non, c'est ma premiËre participation √† un MOOC","5","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Etudiants","Entre deux et quatre heures","0"
23805,NA,"Effectuation #2","un homme","1992","Cameroun","Bac+3 (Licence ou Èquivalent)","Autre","Etudiants","par un article ou un blog sur Internet","Je n'ai aucune expÈrience en crÈation d'entreprise,J  ai un projet de crÈation d  entreprise (phase de rÈflexion)","2","3","5","1","4","je veux entreprendre","Entre une et deux heures","Oui, dont certains intÈgralement","4","Non","3. Oui, cela a aidÈ",NA,NA,"TrËs disponibles",NA,"Non, personne dans mon entourage ne s'est inscrit ‡† ce MOOC",NA,"4","5",NA,"Moins de 30 minutes",NA,NA,"3","B","B","Etudiants","Moins de deux heures","0"
29211,100,"Effectuation #2","un homme","1961","France","Bac+5 (Master ou Èquivalent)","Management/Gestion d  entreprise","Cadres et professions intellectuelles","par mon milieu professionnel (collËgue)","J'accompagne des crÈateurs d'entreprises dans le cadre de mon travail","4","1","1","2","5",NA,"Entre une et deux heures","Non, c'est ma premiËre participation √† un MOOC","4","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Cadres et professions intellectuelles","Moins de deux heures","0"
30051,100,"Effectuation #2","un homme","1978","France","Bac+3 (Licence ou Èquivalent)","Autre","Cadres et professions intellectuelles","sur un rÈseau social","J  ai un projet de crÈation d  entreprise (phase de rÈflexion)","3","3","4","2","2","j'ai un projet entrepreunarial","Entre une et deux heures","Non, c'est ma premiËre participation √† un MOOC","4","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Cadres et professions intellectuelles","Moins de deux heures","0"
28296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27128,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
