"Student_ID","Gender","birth.year","Country","Diploma","Formation","CSP","How.heard","Exp.crea","Curiosity.MOOC","Certif.self.sat","Rencontres","Certif.work","Incitation","Temps.Dispo","Exp.MOOC","Completion.proba","Instit.brand","motiv.princ","diffic","encad.disp","How.contact","entour","entour.inter","Satisf","Eval.diffic","Estimated.hours","Part.labo","Plat.satisf","Peer.eval.relev","encad.diffic","Country_HDI","Country_HDI.fin","CSP.fin","Temps.dispo.fin"
18300,"une femme","1984","France","Bac+3 (Licence ou équivalent)","Communication et sciences de l'information (Journalisme\, etc)","Employés","par un ami ou une connaissance","Je n'ai aucune expérience en création d'entreprise","2","3","3","1","2","Entre deux et quatre heures","Non, c'est ma première participation à un MOOC","4","3. Oui, cela a aidé","La volonté d’acquérir de nouvelles compétences","Aucune difficulté rencontrée","Très disponibles","échanges sur la messagerie privée de la plateforme","Oui, des membres de ma famille","S’encourager mutuellement à poursuivre le MOOC","5","Moyen","De 2 à 4 heures","Non\, j’ai compris ce qu’était le Laboratoire mais je n’y ai pas participé","Satisfaisante","5",NA,"TH","TH","Employés","Entre deux et quatre heures"
11546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16452,"un homme","1962","France","Bac+2 (Deug, IUT, BTS ou équivalent)","Ingénierie et technologies","En recherche d'emploi","par une communication de l'EMLYON","Je n'ai aucune expérience en création d'entreprise","4","2","2","1","2","Plus de six heures","Non, c'est ma première participation à un MOOC","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","En recherche d'emploi","Plus de six heures"
17299,"une femme","1984","France","Bac+2 (Deug, IUT, BTS ou équivalent)","Langues et lettres","Employés","par un ami ou une connaissance","J’ai un projet de création d’entreprise (phase de réflexion)","4","4","4","1","1","Entre deux et quatre heures","Non, c'est ma première participation à un MOOC","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Employés","Entre deux et quatre heures"
8590,"une femme","1977","France","Bac+5 (Master ou équivalent)","Ingénierie et technologies","Cadres et professions intellectuelles","par une communication de Unow","Je n'ai aucune expérience en création d'entreprise","1","3","3","1","1","Entre une et deux heures","Oui, dont certains intégralement","4","5. Non, ce n’était pas un critère important","Le plaisir d’apprendre","Difficulté à trouver du temps","Disponibles","échanges sur les fils de discussion de la plateforme","Non, personne dans mon entourage ne s'est inscrit à ce MOOC",NA,"4","Moyen","De 1 à 2 heures","Non\, j’ai compris ce qu’était le Laboratoire mais je n’y ai pas participé","Très satisfaisante","3",NA,"TH","TH","Cadres et professions intellectuelles","Moins de deux heures"
12935,"un homme","1978","France","Bac+5 (Master ou équivalent)","Ingénierie et technologies","En recherche d'emploi","par une communication de l'EMLYON","Je n'ai aucune expérience en création d'entreprise","4","2","2","1","4","Entre une et deux heures","Non, c'est ma première participation à un MOOC","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","En recherche d'emploi","Moins de deux heures"
5072,"un homme","1981","Bénin","Bac+3 (Licence ou équivalent)","Gestion d'entreprise","Artisans, commerçants, chefs d'entreprise","par un ami ou une connaissance","J’ai un projet de création d’entreprise (phase de réflexion)","5","5","4","1","2","Entre deux et quatre heures","Oui, dont certains intégralement","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B","B","Artisans, commerçants, chefs d'entreprise","Entre deux et quatre heures"
16332,"un homme","1990","France","Bac+3 (Licence ou équivalent)","Autre","En recherche d'emploi","par un article ou un blog sur Internet","Je n'ai aucune expérience en création d'entreprise","4","5","5","1","2","Entre deux et quatre heures","Non, c'est ma première participation à un MOOC","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","En recherche d'emploi","Entre deux et quatre heures"
10363,"une femme","1964","France","Bac ou équivalent","Autre","Employés","autre","J’ai un projet de création d’entreprise (phase de réflexion)","5","5","5","1","3","Entre une et deux heures","Non, c'est ma première participation à un MOOC","4","5. Non, ce n’était pas un critère important","La qualité du MOOC en général (supports de cours, échanges,...)","Difficulté à trouver du temps","Disponibles","je n’ai pas échangé avec les autres participants","Non, personne dans mon entourage ne s'est inscrit à ce MOOC",NA,"5","Moyen","De 2 à 4 heures","Non\, j’ai compris ce qu’était le Laboratoire mais je n’y ai pas participé","Très satisfaisante","Je n'ai pas participé à l'activité mi-MOOC",NA,"TH","TH","Employés","Moins de deux heures"
12674,"un homme","1980","France","Bac ou équivalent","Art et design","Cadres et professions intellectuelles","par un ami ou une connaissance","J’ai lancé ma première société il y a plus d'un an","5","5","5","5","5","Entre une et deux heures","Non, c'est ma première participation à un MOOC","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Cadres et professions intellectuelles","Moins de deux heures"
16141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11955,"une femme","1978","France","Bac+2 (Deug, IUT, BTS ou équivalent)","Ingénierie et technologies","En recherche d'emploi","par une communication de l'EMLYON","J’ai un projet de création d’entreprise (phase de réflexion)","2","2","4","3","1","Plus de six heures","Non, c'est ma première participation à un MOOC","5","2. Oui, c’est un paramètre très important","La volonté d’acquérir de nouvelles compétences","Difficultés à à utiliser la plateforme","Très disponibles","échanges sur la messagerie privée de la plateforme","Non, personne dans mon entourage ne s'est inscrit à ce MOOC",NA,"5","Facile","De 2 à 4 heures","Oui\, j’ai soumis un projet en tant que Créateur,Oui\, je suis allé lire des projets et j’ai laissé des commentaires","Satisfaisante","3",NA,"TH","TH","En recherche d'emploi","Plus de six heures"
6374,"une femme","1988","Tunisie","Bac+5 (Master ou équivalent)","Ingénierie et technologies","Cadres et professions intellectuelles","par un ami ou une connaissance","Je n'ai aucune expérience en création d'entreprise","2","4","5","1","3","Entre deux et quatre heures","Oui, dont certains intégralement","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M","H&M","Cadres et professions intellectuelles","Entre deux et quatre heures"
13738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16877,"une femme","1986","France","Bac+5 (Master ou équivalent)","Communication et sciences de l'information (Journalisme\, etc)","Professions intermédiaires","par un réseau social","Je n'ai aucune expérience en création d'entreprise","3","2","2","1","3","Entre une et deux heures","Non, c'est ma première participation à un MOOC","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Autre","Moins de deux heures"
5558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11237,"un homme","1987","France","Bac+5 (Master ou équivalent)","Ingénierie et technologies","Cadres et professions intellectuelles","par un article ou un blog sur Internet","J'accompagne des créateurs d'entreprises dans le cadre de mon travail","3","4","5","1","2","Moins d'une heure","Non, c'est ma première participation à un MOOC","4","3. Oui, cela a aidé","Le fait de pouvoir valoriser le certificat dans mes études ou ma carrière","Difficulté à trouver du temps","Disponibles","échanges sur les fils de discussion de la plateforme,échanges sur les documents de prises de notes partagées","Oui, des collègues de travail","S’encourager mutuellement à poursuivre le MOOC","4","Facile","De 1 à 2 heures","Non\, j’ai compris ce qu’était le Laboratoire mais je n’y ai pas participé","Satisfaisante","5",NA,"TH","TH","Cadres et professions intellectuelles","Moins de deux heures"
13891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13729,"un homme","1991","France","Bac+3 (Licence ou équivalent)","Sciences sociales (économie\, sciences politiques\, sociologie\, etc)","Etudiants","par un article ou un blog sur Internet","Je suis en train de créer mon entreprise (phase de démarrage)","5","5","5","1","4","Entre quatre et six heures","Oui, dont certains intégralement","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Etudiants","Entre quatre et six heures"
5605,"un homme","1966","France","Bac+3 (Licence ou équivalent)","Mathématiques\, informatique","Cadres et professions intellectuelles","par une communication de Unow","Je n'ai aucune expérience en création d'entreprise","3","5","3","1","2","Entre une et deux heures","Oui, dont certains intégralement","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Cadres et professions intellectuelles","Moins de deux heures"
14982,"un homme","1992","France","Bac+2 (prépas)","Autre","Etudiants","par mon milieu universitaire (Professeur, etc)","Je n'ai aucune expérience en création d'entreprise","5","4","5","5","5","Entre une et deux heures","Non, c'est ma première participation à un MOOC","5","3. Oui, cela a aidé","Le fait de pouvoir valoriser le certificat dans mes études ou ma carrière","Difficulté à trouver du temps","Disponibles","discussion et lectures du groupe Facebook,échanges sur les documents de prises de notes partagées","Oui des camarades de promotion (dans le cas des étudiants)","S’encourager mutuellement à poursuivre le MOOC","4","Difficile","De 30 minutes à 1 heure","Non\, je ne sais pas de quoi il s’agit","Très satisfaisante","5",NA,"TH","TH","Etudiants","Moins de deux heures"
14947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15307,"un homme","1975","France","Bac+5 (Master ou équivalent)","Ingénierie et technologies","Cadres et professions intellectuelles","par un article ou un blog sur Internet","Je n'ai aucune expérience en création d'entreprise","3","1","1","1","1","Entre une et deux heures","Non, c'est ma première participation à un MOOC","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Cadres et professions intellectuelles","Moins de deux heures"
12525,"une femme","1981","France","Bac+8 (Doctorat ou équivalent)","Gestion d'entreprise","Cadres et professions intellectuelles","par un article ou un blog sur Internet","J’ai un projet de création d’entreprise (phase de réflexion)","5","4","4","1","5","Entre deux et quatre heures","Non, c'est ma première participation à un MOOC","4","2. Oui, c’est un paramètre très important","La volonté d’acquérir de nouvelles compétences","Lenteur ou ruptures de la connexion Internet,Difficulté à trouver du temps","Disponibles","discussion et lectures du groupe Facebook,échanges sur les fils de discussion de la plateforme","Non, personne dans mon entourage ne s'est inscrit à ce MOOC",NA,"4","Moyen","De 2 à 4 heures","Oui\, je suis allé lire des projets et j’ai laissé des commentaires","Très satisfaisante","4",NA,"TH","TH","Cadres et professions intellectuelles","Entre deux et quatre heures"
11764,"un homme","1982","France","Bac+2 (Deug, IUT, BTS ou équivalent)","Gestion d'entreprise","Inactif (autre que étudiant, retraité, ou en recherche d'emploi)","par un ami ou une connaissance","Je n'ai aucune expérience en création d'entreprise","5","1","4","3","2","Entre quatre et six heures","Non, c'est ma première participation à un MOOC","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Autre","Entre quatre et six heures"
14798,"un homme","1980","France","Bac+5 (Master ou équivalent)","Gestion d'entreprise","Cadres et professions intellectuelles","par un article ou un blog sur Internet","Je n'ai aucune expérience en création d'entreprise","5","2","3","1","1","Entre deux et quatre heures","Non, c'est ma première participation à un MOOC","4","3. Oui, cela a aidé","Le plaisir d’apprendre","Aucune difficulté rencontrée","Disponibles","échanges sur la messagerie privée de la plateforme","Oui, des collègues de travail","Des personnes de mon entourage ont suivi le MOOC\, mais nous n’avons pas interagi","4","Facile","De 2 à 4 heures","Non\, j’ai compris ce qu’était le Laboratoire mais je n’y ai pas participé","Très satisfaisante","5",NA,"TH","TH","Cadres et professions intellectuelles","Entre deux et quatre heures"
17572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6026,"un homme","1989","France","Bac+3 (Licence ou équivalent)","Ingénierie et technologies","Etudiants","par une communication de Unow","J’ai un projet de création d’entreprise (phase de réflexion)","2","3","5","3","5","Entre deux et quatre heures","Oui, dont certains intégralement","5","3. Oui, cela a aidé","La volonté d’acquérir de nouvelles compétences","Aucune difficulté rencontrée","Disponibles","rencontres “physiques” (en face-à-face),échanges sur les fils de discussion de la plateforme","Oui des camarades de promotion (dans le cas des étudiants)",NA,"4","Moyen","De 2 à 4 heures","Non\, j’ai compris ce qu’était le Laboratoire mais je n’y ai pas participé","Satisfaisante","5",NA,"TH","TH","Etudiants","Entre deux et quatre heures"
16425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12137,"un homme","1984","France","Bac+5 (Master ou équivalent)","Ingénierie et technologies","Artisans, commerçants, chefs d'entreprise","par un réseau social","J’ai déjà créé plusieurs entreprises","4","5","3","1","3","Entre une et deux heures","Non, c'est ma première participation à un MOOC","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Artisans, commerçants, chefs d'entreprise","Moins de deux heures"
14497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14392,"un homme","1975","France","Bac+5 (Master ou équivalent)","Droit","Cadres et professions intellectuelles","par un article ou un blog sur Internet","Je n'ai aucune expérience en création d'entreprise","2","5","3","1","4","Entre deux et quatre heures","Non, c'est ma première participation à un MOOC","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Cadres et professions intellectuelles","Entre deux et quatre heures"
14256,"un homme","1974","France","Bac+2 (prépas)","Gestion d'entreprise","Cadres et professions intellectuelles","par une communication de Unow","Je n'ai aucune expérience en création d'entreprise","2","2","3","3","3","Entre une et deux heures","Non, c'est ma première participation à un MOOC","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Cadres et professions intellectuelles","Moins de deux heures"
16448,"un homme","1974","France","Bac+5 (Master ou équivalent)","Mathématiques\, informatique","Cadres et professions intellectuelles","par un article ou un blog sur Internet","J’ai un projet de création d’entreprise (phase de réflexion)","2","2","4","1","3","Entre deux et quatre heures","Non, c'est ma première participation à un MOOC","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Cadres et professions intellectuelles","Entre deux et quatre heures"
13455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15343,"un homme","1990","France","Bac+5 (Master ou équivalent)","Gestion d'entreprise","Etudiants","par une communication de l'EMLYON","J’ai un projet de création d’entreprise (phase de réflexion)","5","4","5","1","1","Entre une et deux heures","Non, c'est ma première participation à un MOOC","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Etudiants","Moins de deux heures"
15958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18629,"une femme","1968","France","Bac+5 (Master ou équivalent)","Autre","Cadres et professions intellectuelles","par un ami ou une connaissance","J'accompagne des créateurs d'entreprises dans le cadre de mon travail","5","2","1","5","3","Entre une et deux heures","Non, c'est ma première participation à un MOOC","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Cadres et professions intellectuelles","Moins de deux heures"
7679,"un homme","1984","Togo","Bac+3 (Licence ou équivalent)","Mathématiques\, informatique","Employés","par une communication de Unow","J’ai un projet de création d’entreprise (phase de réflexion)","4","4","4","1","3","Moins d'une heure","Oui, mais tous suivis partiellement","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B","B","Employés","Moins de deux heures"
141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15942,"un homme","1981","France","Bac+5 (Master ou équivalent)","Ingénierie et technologies","Cadres et professions intellectuelles","par une communication de l'EMLYON","Je n'ai aucune expérience en création d'entreprise,J’ai un projet de création d’entreprise (phase de réflexion)","5","1","1","1","2","Entre une et deux heures","Non, c'est ma première participation à un MOOC","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Cadres et professions intellectuelles","Moins de deux heures"
18085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16533,"un homme","1988","France","Bac+5 (Master ou équivalent)","Ingénierie et technologies","Cadres et professions intellectuelles","par un réseau social","Je n'ai aucune expérience en création d'entreprise,J’ai un projet de création d’entreprise (phase de réflexion)","4","3","2","1","2","Entre une et deux heures","Non, c'est ma première participation à un MOOC","4","5. Non, ce n’était pas un critère important","Le plaisir d’apprendre","Difficulté à trouver du temps","Disponibles","je n’ai pas échangé avec les autres participants","Non, personne dans mon entourage ne s'est inscrit à ce MOOC",NA,"3","Facile","De 30 minutes à 1 heure","Non\, j’ai compris ce qu’était le Laboratoire mais je n’y ai pas participé","Satisfaisante","1",NA,"TH","TH","Cadres et professions intellectuelles","Moins de deux heures"
3257,"un homme",NA,"France","Bac+5 (Master ou équivalent)","Mathématiques\, informatique","Cadres et professions intellectuelles","par une communication de Unow","Je n'ai aucune expérience en création d'entreprise,J’ai un projet de création d’entreprise (phase de réflexion)","1","3","3","1","3","Entre une et deux heures","Oui, dont certains intégralement","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Cadres et professions intellectuelles","Moins de deux heures"
16483,"un homme","1973","France","Bac+5 (Master ou équivalent)","Sciences naturelles (Agronomie\, biologie\, physique\, chimie\, etc)","Cadres et professions intellectuelles","par mon milieu professionnel (collègue)","Je n'ai aucune expérience en création d'entreprise","3","1","2","1","1","Entre une et deux heures","Non, c'est ma première participation à un MOOC","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Cadres et professions intellectuelles","Moins de deux heures"
16732,"un homme","1989","France","Bac+3 (Licence ou équivalent)","Gestion d'entreprise","Etudiants","par un article ou un blog sur Internet","J’ai un projet de création d’entreprise (phase de réflexion)","2","4","3","1","5","Entre quatre et six heures","Non, c'est ma première participation à un MOOC","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Etudiants","Entre quatre et six heures"
12457,"une femme","1994","France","Bac ou équivalent","Ingénierie et technologies","Etudiants","par mon milieu universitaire (Professeur, etc)","J’ai un projet de création d’entreprise (phase de réflexion)","2","3","5","1","3","Entre une et deux heures","Non, c'est ma première participation à un MOOC","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Etudiants","Moins de deux heures"
13402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2458,"un homme","1954","France","Bac+5 (Master ou équivalent)","Education et formation des enseignants","Cadres et professions intellectuelles","par une communication de l'EMLYON","J’ai déjà créé plusieurs entreprises,J'accompagne des créateurs d'entreprises dans le cadre de mon travail","1","1","2","1","5","Entre une et deux heures","Oui, mais tous suivis partiellement","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Cadres et professions intellectuelles","Moins de deux heures"
19521,"une femme","1975","France","Bac+2 (Deug, IUT, BTS ou équivalent)","Autre","En recherche d'emploi","par un article ou un blog sur Internet","Je n'ai aucune expérience en création d'entreprise","5","5","3","1","1","Entre une et deux heures","Non, c'est ma première participation à un MOOC","2","3. Oui, cela a aidé","La volonté d’acquérir de nouvelles compétences","Aucune difficulté rencontrée","Très disponibles","je n’ai pas échangé avec les autres participants","Non, personne dans mon entourage ne s'est inscrit à ce MOOC",NA,"5","Moyen","De 4 à 8 heures","Non\, j’ai compris ce qu’était le Laboratoire mais je n’y ai pas participé","Très satisfaisante","4",NA,"TH","TH","En recherche d'emploi","Moins de deux heures"
16321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11829,"un homme","1966","France","Bac+5 (Master ou équivalent)","Gestion d'entreprise","Cadres et professions intellectuelles","par un article ou un blog sur Internet","Je suis en train de créer mon entreprise (phase de démarrage),J’ai lancé ma première société il y a plus d'un an","5","5","2","3","5","Entre une et deux heures","Non, c'est ma première participation à un MOOC","3","3. Oui, cela a aidé","La qualité du MOOC en général (supports de cours, échanges,...)","Difficulté à trouver du temps","Très disponibles","échanges sur les documents de prises de notes partagées","Non, personne dans mon entourage ne s'est inscrit à ce MOOC","Des personnes de mon entourage ont suivi le MOOC\, mais nous n’avons pas interagi","5","Moyen","De 2 à 4 heures","Oui\, je suis allé lire des projets et j’ai laissé des commentaires","Très satisfaisante","4",NA,"TH","TH","Cadres et professions intellectuelles","Moins de deux heures"
18448,"un homme","1987","France","Bac+3 (Licence ou équivalent)","Autre","Professions intermédiaires","par un ami ou une connaissance","J’ai un projet de création d’entreprise (phase de réflexion)","4","1","5","1","5","Entre quatre et six heures","Non, c'est ma première participation à un MOOC","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Autre","Entre quatre et six heures"
18537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16722,"un homme","1968","France","Bac+8 (Doctorat ou équivalent)","Ingénierie et technologies","Cadres et professions intellectuelles","par un article ou un blog sur Internet","Je n'ai aucune expérience en création d'entreprise","5","1","1","1","1","Entre une et deux heures","Oui, dont certains intégralement","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Cadres et professions intellectuelles","Moins de deux heures"
11838,"un homme","1970","France","Bac+5 (Master ou équivalent)","Ingénierie et technologies","En recherche d'emploi","par une communication de l'EMLYON","Je n'ai aucune expérience en création d'entreprise","5","3","2","1","2","Entre une et deux heures","Non, c'est ma première participation à un MOOC","3","1. Oui, décisif","La volonté d’acquérir de nouvelles compétences","Difficulté à trouver du temps","Disponibles","je n’ai pas échangé avec les autres participants","Non, personne dans mon entourage ne s'est inscrit à ce MOOC",NA,"5","Facile","De 30 minutes à 1 heure","Non\, j’ai compris ce qu’était le Laboratoire mais je n’y ai pas participé","Très satisfaisante","Je n'ai pas participé à l'activité mi-MOOC",NA,"TH","TH","En recherche d'emploi","Moins de deux heures"
13700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17318,"un homme","1975","France","Bac+5 (Master ou équivalent)","Sciences sociales (économie\, sciences politiques\, sociologie\, etc)","Cadres et professions intellectuelles","par un ami ou une connaissance","J’ai un projet de création d’entreprise (phase de réflexion)","2","1","1","1","1","Plus de six heures","Non, c'est ma première participation à un MOOC","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TH","TH","Cadres et professions intellectuelles","Plus de six heures"
16343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4346,"un homme","1969","France","Bac+2 (Deug, IUT, BTS ou équivalent)","Sciences naturelles (Agronomie\, biologie\, physique\, chimie\, etc)","Cadres et professions intellectuelles","par une communication de Unow","Je n'ai aucune expérience en création d'entreprise","1","3","3","1","1","Entre deux et quatre heures","Oui, dont certains intégralement","4","5. Non, ce n’était pas un critère important","Le plaisir d’apprendre","Aucune difficulté rencontrée","Disponibles","échanges sur les documents de prises de notes partagées","Non, personne dans mon entourage ne s'est inscrit à ce MOOC",NA,"3","Moyen","De 1 à 2 heures","Non\, j’ai compris ce qu’était le Laboratoire mais je n’y ai pas participé","Très satisfaisante","3",NA,"TH","TH","Cadres et professions intellectuelles","Entre deux et quatre heures"
11383,"un homme","1962","France","Bac+5 (Master ou équivalent)","Ingénierie et technologies","Cadres et professions intellectuelles","par un article ou un blog sur Internet","Je n'ai aucune expérience en création d'entreprise","3","3","4","1","3","Entre deux et quatre heures","Oui, dont certains intégralement","4","3. Oui, cela a aidé","La volonté d’acquérir de nouvelles compétences","Aucune difficulté rencontrée","Très disponibles","je n’ai pas échangé avec les autres participants","Non, personne dans mon entourage ne s'est inscrit à ce MOOC",NA,"5","Moyen","De 2 à 4 heures","Non\, j’ai compris ce qu’était le Laboratoire mais je n’y ai pas participé","Très satisfaisante","4",NA,"TH","TH","Cadres et professions intellectuelles","Entre deux et quatre heures"
